gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnBinary
Female,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.87,423.24,No,0
Male,0,No,Yes,46,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),79.27,3646.26,No,0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,92.57,6670.95,Yes,1
Male,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,17.7,293.0,No,0
Male,0,No,No,62,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),81.26,5046.11,No,0
Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,86.07,1203.9,No,0
Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.64,994.68,No,0
Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.8,139.43,No,0
Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),17.89,681.68,No,0
Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.99,82.48,No,0
Male,1,Yes,Yes,6,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,60.97,358.94,No,0
Male,0,Yes,No,61,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,82.96,5056.07,No,0
Female,0,No,No,4,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,62.44,236.84,No,0
Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.61,1412.72,No,0
Male,1,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),87.78,6325.94,No,0
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,80.61,76.66,Yes,1
Male,1,No,No,17,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),57.38,975.99,No,0
Female,1,Yes,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,83.64,1006.98,Yes,1
Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.5,757.41,No,0
Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.15,85.11,No,0
Female,0,No,No,55,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,60.86,3344.67,No,0
Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),17.23,22.26,No,0
Female,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,79.19,1109.14,No,0
Male,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),67.88,818.61,No,0
Male,1,Yes,No,17,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),49.41,838.56,No,0
Female,0,No,Yes,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,59.56,231.95,No,0
Female,1,No,Yes,1,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,81.07,80.8,Yes,1
Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,48.28,191.08,Yes,1
Female,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),50.42,968.55,No,0
Female,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,92.72,2686.89,No,0
Female,0,Yes,No,13,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,60.57,800.51,No,0
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.17,160.86,No,0
Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),87.38,2107.13,No,0
Male,0,Yes,No,19,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.81,1355.24,No,0
Female,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,72.95,379.03,Yes,1
Female,0,Yes,No,60,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,45.65,2712.67,Yes,1
Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,87.84,89.87,Yes,1
Female,1,No,Yes,6,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,66.21,394.74,No,0
Female,0,Yes,No,37,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),63.3,2345.93,No,0
Female,1,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.39,270.43,No,0
Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),67.27,1886.85,No,0
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.64,203.44,No,0
Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.0,452.88,Yes,1
Male,0,No,No,31,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,49.84,1543.96,No,0
Female,1,Yes,No,36,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),73.55,2640.44,No,0
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,83.63,6017.81,No,0
Female,0,No,No,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,64.71,321.49,No,0
Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),75.38,5426.79,No,0
Male,0,Yes,No,72,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,55.27,3981.03,No,0
Male,1,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.09,236.73,Yes,1
Female,1,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.99,808.73,Yes,1
Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.34,1214.36,No,0
Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.64,1325.23,No,0
Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),92.77,1001.68,No,0
Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.67,138.91,No,0
Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.89,68.04,Yes,1
Female,0,Yes,No,13,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.53,739.65,No,0
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,63.56,74.14,Yes,1
Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,88.12,1236.25,No,0
Female,1,No,No,23,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.06,1673.34,Yes,1
Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.86,1715.09,No,0
Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,97.14,6985.82,No,0
Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.33,375.37,No,0
Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),76.91,530.55,No,0
Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,79.08,1172.31,No,0
Male,0,No,No,21,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,51.67,1073.44,No,0
Male,0,No,Yes,65,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.98,5129.44,No,0
Female,0,No,Yes,72,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,83.7,6016.9,No,0
Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.57,1494.68,No,0
Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33.8,834.4,No,0
Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,70.45,283.78,No,0
Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),84.33,682.69,No,0
Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.77,228.23,Yes,1
Female,0,No,No,72,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),53.54,3857.54,No,0
Male,1,No,No,30,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,68.46,2059.48,Yes,1
Male,0,No,No,18,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),64.97,1176.87,No,0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,95.34,6863.18,No,0
Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.34,25.6,Yes,1
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,52.54,48.52,Yes,1
Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.36,459.77,No,0
Female,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.23,644.09,No,0
Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),80.12,570.36,No,0
Female,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),63.27,869.25,No,0
Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,87.34,5584.11,No,0
Male,0,Yes,No,53,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,67.12,3552.36,No,0
Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),75.12,5396.93,No,0
Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.19,3328.43,No,0
Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.69,247.62,Yes,1
Female,0,No,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),85.56,6167.96,No,0
Female,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,99.77,201.9,No,0
Male,0,Yes,No,6,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.8,492.25,No,0
Male,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),54.62,276.78,Yes,1
Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,99.29,7142.41,No,0
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,92.24,733.08,No,0
Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,16.15,1156.54,No,0
Female,0,No,No,64,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,52.41,3362.16,No,0
Female,1,Yes,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),55.41,657.55,No,0
Female,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),83.26,3582.05,No,0
Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Mailed check,79.09,3553.64,No,0
Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,89.98,92.65,No,0
Female,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,67.13,322.35,No,0
Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),87.09,2603.19,No,0
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.05,70.58,No,0
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),77.27,162.58,No,0
Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.0,178.97,No,0
Female,0,Yes,No,14,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),51.59,720.01,Yes,1
Male,0,No,No,31,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,47.76,1489.12,No,0
Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),66.37,4792.59,No,0
Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.76,172.55,Yes,1
Male,0,No,Yes,62,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,57.41,3578.87,No,0
Male,1,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.09,1424.88,No,0
Female,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,60.63,117.54,Yes,1
Female,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,83.26,1990.54,No,0
Male,1,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.95,58.44,Yes,1
Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),82.89,4385.95,No,0
Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),75.07,172.56,No,0
Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,71.99,1126.86,Yes,1
Male,0,No,No,23,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),77.92,1789.87,No,0
Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.04,551.72,No,0
Male,0,No,Yes,58,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),69.51,4009.65,No,0
Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.15,908.82,No,0
Male,0,Yes,Yes,41,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),79.19,3238.54,No,0
Female,1,Yes,Yes,13,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,67.24,873.51,No,0
Female,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,66.75,346.74,No,0
Female,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.92,182.17,No,0
Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),78.05,3431.04,No,0
Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.45,466.12,No,0
Female,0,No,No,58,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),61.26,3551.38,No,0
Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,94.93,1803.02,No,0
Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),16.64,738.2,No,0
Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,92.17,1841.79,No,0
Female,0,Yes,No,8,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.29,629.59,No,0
Female,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.93,276.65,No,0
Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,15.99,972.85,No,0
Female,0,No,Yes,1,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,79.75,75.68,No,0
Male,0,Yes,Yes,5,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.15,449.13,Yes,1
Male,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.32,703.04,No,0
Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,85.65,253.18,Yes,1
Male,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.87,913.19,No,0
Female,1,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.02,6184.37,Yes,1
Female,0,No,Yes,5,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.21,310.2,Yes,1
Male,0,Yes,No,27,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,77.12,2097.31,No,0
Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,94.01,6761.19,No,0
Female,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.7,76.66,No,0
Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.57,124.74,No,0
Female,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.3,1421.47,No,0
Male,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),72.31,498.38,No,0
Male,1,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,77.19,1082.68,No,0
Female,1,Yes,Yes,18,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,63.52,1140.88,No,0
Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.91,429.93,Yes,1
Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.68,244.74,No,0
Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.18,2849.17,No,0
Male,0,Yes,No,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.45,426.0,No,0
Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),79.74,243.23,No,0
Female,0,Yes,Yes,47,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),51.65,2435.67,Yes,1
Female,0,No,No,29,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),53.05,1548.1,No,0
Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,94.22,955.83,No,0
Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,86.53,6216.58,No,0
Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,46.77,345.44,No,0
Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.99,109.55,No,0
Male,0,Yes,No,19,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),62.72,1185.3,No,0
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),78.38,74.76,Yes,1
